timestamp,open,high,low,Close
1680912000,1864.6534209218526,1879.085383812354,1848.8150747128238,1849.680347220518
1680825600,1873.4285879858808,1882.7152623547374,1844.978391688368,1865.7386388890031
1680739200,1910.2267271566104,1910.2267271566104,1858.0366075981165,1872.0670858087194
1680652800,1871.3965460179165,1940.5038565079763,1868.1344323951826,1909.3913553949833
1680566400,1811.4866811160064,1885.1868625159277,1803.3393531293113,1871.7699611249038
1680480000,1795.0623765058094,1839.2791793308381,1765.6139990027482,1811.3212614120348
1680393600,1821.6386791388436,1825.89609271703,1776.2828802309023,1796.3014178860471
1680307200,1822.9544162318996,1841.8120854507968,1812.0364378457564,1821.8083554989114
1680220800,1793.6776961125631,1844.2331724525436,1784.1309307796844,1822.295520705406
1680134400,1793.374001736542,1826.9316679666458,1767.9105090458102,1791.9191926814005
1680048000,1773.632193823073,1825.052181914343,1773.2303335927925,1793.2790330654173
1679961600,1716.1940934823033,1788.6138433561923,1704.424579279909,1772.7172987706501
1679875200,1775.932754829254,1781.594153955665,1690.5624040108166,1715.246608411042
1679788800,1743.2905833008242,1797.9643154028622,1741.4026679548804,1775.8741832919761
1679702400,1750.3,1762.3,1718.7658306296096,1743.9537327753167
1679616000,1814.7,1819,1729.8,1749.8
1679529600,1739.37,1849.6,1735.1,1815.6
1679443200,1807.14,1821.62,1719.7,1739.7
1679356800,1738.6500000000003,1832.3,1728.4,1810.34
1679270400,1786.4,1805.5599640620142,1732.64,1737.3362186813101
1679184000,1764.69,1844.3281574920545,1763.6955991450905,1785.3716147286843
1679097600,1793.0757312010408,1834.303360837963,1757.16,1760.46
1679011200,1677.235135549765,1796.8147020410559,1666.7385865335123,1789.98
1678924800,1656.4474637252115,1689.765759926666,1640.0494330602953,1677.023560036342
1678838400,1706.2,1721.35712109829,1616.6500264607175,1654.7934267701894
1678752000,1682.2538996940875,1780.2495803808642,1666.76,1705.6108245560663
1678665600,1593.3826408812517,1698.9540303246254,1572.9073671721897,1680.0393817928484
1678579200,1481.9600445724363,1607.02,1464.2743947508006,1588.1286751747675
1678492800,1431.8051850063848,1495.8513023240923,1417.4238719225416,1482.0390874769444
1678406400,1435.9854514444276,1437.7629624481713,1373.3805991684412,1430.7340969063928
